Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
19;П/АП (Л);Duncan Howes;€9,000 в год;€5тыс. - €14тыс.;;Неамбициозный;;;9;;;14.8;25.3;26.0;27.2;;;;;;;;
19;П/АП (Ц), НП (Ц);Michael Andrews;€7,250 в год;€5тыс. - €16тыс.;;Неамбициозный;;;9;;;15.4;30.8;31.9;32.3;;;;;;;;
21;З/КЗ (Л);Garry Cooper;€6,500 в год;€5тыс. - €16тыс.;;Нерешительный;;;6;;;18.3;27.8;28.2;29.0;;;;;;;;
17;П/АП (П);Dawson Butler;€8,750 в год;€5тыс. - €16тыс.;;Реалист;;;6;;;15.0;26.2;26.8;27.2;;;;;;;;
21;П/АП (Ц), НП (Ц);Mick Meaney;€11,000 в год;€5тыс. - €16тыс.;;Сдержанный;;;10;;;16.5;32.2;33.2;34.4;;;;;;;;
16;З (Ц);Michael Isa;€8,750 в год;€5тыс. - €50тыс.;;Нерешительный;;;5;;;18.6;27.4;28.6;29.3;;;;;;;;
20;З (ЛЦ), П/АП (Л);Danny Collison;€33,500 в год;€5тыс. - €50тыс.;;Сдержанный;;;7;;;19.8;30.4;31.2;32.4;;;;;;;;
18;З (ПЛЦ);John Graham;€8,750 в год;€5тыс. - €50тыс.;;Сдержанный;;;4;;;20.4;31.3;31.8;32.6;;;;;;;;
17;З (Ц);Fankaty Collier;€8,750 в год;€5тыс. - €55тыс.;;Темпераментный;;;6;;;17.6;28.4;29.2;30.4;;;;;;;;
15;П/АП (П), НП (Ц);Rashid Razak;€8,750 в год;€6тыс. - €16тыс.;;Энергичный;;;10;;;13.7;23.0;23.8;25.3;;;;;;;;
18;З (Ц);Phil John;€7,250 в год;€6тыс. - €16тыс.;;Сдержанный;;;7;;;20.1;29.9;30.6;31.7;;;;;;;;
16;П (П);Chris Bishop;€8,750 в год;€6тыс. - €16тыс.;;Сдержанный;;;10;;;16.7;29.6;30.4;30.8;;;;;;;;
21;З (Ц), ОП, П/АП (Ц);Toby Ashton;€18,250 в год;€6тыс. - €16тыс.;;Достаточно настойчивый;;;13;;;19.5;31.5;32.3;33.4;;;;;;;;
16;ОП, П (Ц);Timo Heinonen;€8,750 в год;€6тыс. - €16тыс.;;Нерешительный;;;11;;;15.9;26.7;27.2;28.0;;;;;;;;
18;ОП, П (Ц);Barrie Wrench;€6,250 в год;€6тыс. - €16тыс.;;Неамбициозный;;;9;;;14.6;27.8;28.8;29.2;;;;;;;;
16;ОП, П (Ц);Kevin Mullen;€8,750 в год;€6тыс. - €16тыс.;;Неамбициозный;;;7;;;15.4;25.7;26.8;27.2;;;;;;;;
21;П/АП (П);Vince Hill;€17,000 в год;€6тыс. - €16тыс.;;Неамбициозный;;;10;;;13.5;23.6;24.4;24.8;;;;;;;;
16;НП (Ц);Arthur Moore;€8,750 в год;€6тыс. - €18тыс.;;Достаточно амбициозный;;;6;;;15.2;27.5;28.6;29.0;;;;;;;;
15;АП (П), НП (Ц);John Donnelly;€8,750 в год;€6тыс. - €18тыс.;;Достаточно дисциплинированный;;;8;;;16.0;27.7;28.4;29.6;;;;;;;;
21;В;Jake Collier;€6,250 в год;€6тыс. - €18тыс.;;Неамбициозный;;;1;;;31.5;39.2;40.4;41.2;;;;;;;;
20;П (ПЦ), АП (П);Steve Farrell;€13,750 в год;€6тыс. - €18тыс.;;Неамбициозный;;;9;;;16.1;25.7;26.4;26.8;;;;;;;;
17;НП (Ц);Jack Newton;€8,750 в год;€6тыс. - €18тыс.;;Неамбициозный;;;6;;;15.5;27.8;28.8;29.2;;;;;;;;
16;В;Tom Watts;€8,750 в год;€6тыс. - €18тыс.;;Достаточно профессионален;;;1;;;41.3;47.1;48.7;49.0;;;;;;;;
17;П (Ц);Robert Quinn;€8,750 в год;€6тыс. - €18тыс.;;Достаточно амбициозный;;;9;;;18.9;35.4;36.2;37.0;;;;;;;;
21;В;Antoni Heatley;€26,500 в год;€6тыс. - €18тыс.;;Низкая самооценка;;;5;;;47.8;56.1;57.4;59.7;;;;;;;;
19;З (П), ОП, П (Ц);Cai Eyre;€11,250 в год;€6тыс. - €18тыс.;;Сдержанный;;;12;;;18.1;30.9;31.8;32.6;;;;;;;;
20;З (ПЛЦ);Lee Dickinson;€15,250 в год;€6тыс. - €18тыс.;;Достаточно профессионален;;;8;;;17.2;27.8;28.8;29.5;;;;;;;;
21;П/АП (Ц);Tom Askey;€19,500 в год;€6тыс. - €18тыс.;;Ненадежный;;;13;;;17.3;31.9;33.2;34.0;;;;;;;;
18;З/КЗ/АП (Л);Dan Morgan;€6,500 в год;€6тыс. - €18тыс.;;Достаточно настойчивый;;;5;;;18.0;28.7;29.6;30.0;;;;;;;;
17;П/АП (ПЦ);Trevor Anthony;€8,750 в год;€6тыс. - €55тыс.;;Достаточно профессионален;;;12;;;15.4;29.6;30.3;31.4;;;;;;;;
18;ОП, П/АП (Ц), НП (Ц);Neil Robertson;€42,500 в год;€6тыс. - €55тыс.;;Сдержанный;;;8;;;18.3;30.2;31.0;31.8;;;;;;;;
21;П/АП (Ц), НП (Ц);Chris Biggs;€22,500 в год;€6тыс. - €60тыс.;;Сдержанный;;;13;;;15.2;30.4;31.0;31.4;;;;;;;;
15;НП (Ц);Etienne Kabamba;€8,750 в год;€6тыс. - €60тыс.;;Сдержанный;;;9;;;19.2;31.8;32.6;32.9;;;;;;;;
16;АП (Ц);Bobby Watts;€8,750 в год;€6тыс. - €60тыс.;;Достаточно дисциплинированный;;;12;;;18.6;32.0;32.7;33.1;;;;;;;;
19;АП (ПЛ), НП (Ц);Dion Relish;€26,000 в год;€6тыс. - €60тыс.;;Сдержанный;;;10;;;14.5;25.7;26.6;27.8;;;;;;;;
18;З/КЗ/АП (П);Robbie Wilkinson;€97,500 в год;€6тыс. - €65тыс.;;Достаточно настойчивый;;;10;;;18.8;31.6;32.4;32.8;;;;;;;;
17;З (ПЦ);Allan McCord;€8,750 в год;€7тыс. - €18тыс.;;Сдержанный;;;6;;;18.0;28.5;29.4;30.5;;;;;;;;
17;АП (ПЦ), НП (Ц);Chay Norton;€8,750 в год;€7тыс. - €18тыс.;;Достаточно профессионален;;;9;;;16.0;27.0;28.1;28.5;;;;;;;;
17;АП (Ц), НП (Ц);Jules Ngiamba;€8,750 в год;€7тыс. - €18тыс.;;Неамбициозный;;;9;;;18.5;32.3;33.2;34.3;;;;;;;;
20;АП (Ц), НП (Ц);Connan Ong;€19,500 в год;€7тыс. - €20тыс.;;Неамбициозный;;;14;;;16.0;28.8;30.0;30.7;;;;;;;;
17;В;Mike Howl;€8,750 в год;€7тыс. - €20тыс.;;Сдержанный;;;10;;;40.1;49.4;51.7;52.1;;;;;;;;
17;З (ЛЦ);Ousmane Diomandé;€8,750 в год;€7тыс. - €20тыс.;;Непостоянный;;;5;;;17.7;27.6;28.5;29.6;;;;;;;;
21;АП (П), НП (Ц);Antonio Anderson;€21,000 в год;€7тыс. - €20тыс.;;Достаточно профессионален;;;9;;;15.3;25.4;25.9;26.6;;;;;;;;
15;З (ПЛЦ);Dominic Stocks;€8,750 в год;€7тыс. - €20тыс.;;Сдержанный;;;3;;;20.6;29.6;30.6;31.4;;;;;;;;
17;В;Jon Jones;€7,250 в год;€7тыс. - €20тыс.;;Ненадежный;;;4;;;40.1;48.8;50.4;51.2;;;;;;;;
16;З (Ц);Richard Samuels;€8,750 в год;€7тыс. - €22тыс.;;Неамбициозный;;;7;;;15.7;25.5;26.3;27.4;;;;;;;;
16;З (ПЦ);Jack Russell;€8,750 в год;€7тыс. - €22тыс.;;Сдержанный;;;5;;;19.9;27.5;28.2;28.6;;;;;;;;
16;НП (Ц);Ernie Buckley;€8,750 в год;€7тыс. - €22тыс.;;Нерешительный;;;8;;;13.5;23.8;24.3;25.4;;;;;;;;
20;ОП, П/АП (Ц);Callum Burton;€10,000 в год;€7тыс. - €22тыс.;;Сдержанный;;;9;;;19.2;34.1;35.0;36.5;;;;;;;;
21;П (Л), АП (ПЛ), НП (Ц);Roger Jones;€32,500 в год;€7тыс. - €22тыс.;;Сдержанный;;;12;;;13.3;24.9;25.7;26.1;;;;;;;;
20;В;Scott Bell;€15,500 в год;€7тыс. - €22тыс.;;Нерешительный;;;1;;;43.4;52.1;54.5;57.5;;;;;;;;
16;З (Ц);Malcolm Watson;€8,750 в год;€7тыс. - €22тыс.;;Неамбициозный;;;7;;;16.3;25.4;26.2;27.4;;;;;;;;
19;З (ПЦ);Tom Lloyd;€17,250 в год;€7тыс. - €22тыс.;;Профессионал;;;8;;;20.2;27.4;28.0;28.4;;;;;;;;
20;П/АП (Ц), НП (Ц);Andre Maddison;€39,500 в год;€7тыс. - €65тыс.;;Неамбициозный;;;12;;;17.3;33.3;34.5;35.2;;;;;;;;
17;КЗ/П/АП (П);Charlie Robinson;€8,750 в год;€7тыс. - €70тыс.;;Неамбициозный;;;11;;;16.2;27.5;28.1;29.2;;;;;;;;
17;З/КЗ (П), ОП, П (ЛЦ);Jim Lambert;€8,750 в год;€7тыс. - €70тыс.;;Сдержанный;;;5;;;19.2;31.5;32.2;33.4;;;;;;;;
19;КЗ (Л);Ben Wakefield;€28,000 в год;€7тыс. - €70тыс.;;Достаточно профессионален;;;5;;;19.3;31.4;32.0;32.3;;;;;;;;
16;НП (Ц);Max Henry;€8,750 в год;€7тыс. - €70тыс.;;Неамбициозный;;;8;;;18.6;32.0;33.0;34.5;;;;;;;;
21;ОП, П (ЛЦ), АП (Л);James Harris-Sterling;€33,500 в год;€7тыс. - €70тыс.;;Сдержанный;;;8;;;19.4;35.6;36.8;37.2;;;;;;;;
17;П/АП (Ц);Jordan Gordon;€8,750 в год;€7тыс. - €75тыс.;;Неамбициозный;;;13;;;17.8;32.5;33.5;34.6;;;;;;;;
19;З (ПЦ);Oliver Shamshoum;€31,000 в год;€7тыс. - €75тыс.;;Нерешительный;;;9;;;22.2;33.3;33.9;34.3;;;;;;;;
20;ОП, П (Ц);Bradley Hancock;€18,750 в год;€8тыс. - €22тыс.;;Сдержанный;;;8;;;19.7;33.6;34.3;35.0;;;;;;;;
17;П (ПЦ), АП (Ц);Lewis Conn;€8,750 в год;€8тыс. - €22тыс.;;Сдержанный;;;9;;;15.6;30.2;31.3;32.1;;;;;;;;
20;В;Don Thomas;€6,750 в год;€8тыс. - €24тыс.;;Сдержанный;;;1;;;46.2;53.6;55.0;55.3;;;;;;;;
18;В;Kevahn Tesselaar;€8,750 в год;€8тыс. - €24тыс.;;Наемник;;;7;;;47.7;53.6;55.2;55.6;;;;;;;;
20;АП (ПЦ), НП (Ц);Tom Jarvis;€20,000 в год;€8тыс. - €24тыс.;;Нерешительный;;;10;;;17.2;28.6;29.6;29.9;;;;;;;;
21;П/АП (Ц), НП (Ц);Aaron Parry;€26,000 в год;€8тыс. - €24тыс.;;Энергичный;;;9;;;18.0;35.2;36.3;37.8;;;;;;;;
19;З (Ц);David Donaldson;€13,750 в год;€8тыс. - €24тыс.;;Спортивный;;;8;;;19.6;30.3;31.2;31.9;;;;;;;;
19;В;Nathan Bibby;€13,000 в год;€8тыс. - €24тыс.;;Сдержанный;;;2;;;37.6;44.4;45.9;48.5;;;;;;;;
17;АП (ЛЦ);Brandon Fellowes;€8,750 в год;€8тыс. - €24тыс.;;Неамбициозный;;;6;;;15.1;25.8;26.6;27.7;;;;;;;;
16;П (Ц);Nick Wheeler;€8,750 в год;€8тыс. - €24тыс.;;Сдержанный;;;9;;;17.8;31.4;32.3;33.4;;;;;;;;
17;АП (Л);Ian Moloney;€8,750 в год;€8тыс. - €24тыс.;;Сдержанный;;;14;;;14.1;25.8;26.6;27.4;;;;;;;;
20;З (Ц);Dawid Ludwikowski;€10,000 в год;€8тыс. - €24тыс.;;Достаточно профессионален;;;6;;;17.2;28.2;29.0;30.2;;;;;;;;
19;П (Ц), АП (ПЦ);Leonardo Tavares;€12,500 в год;€8тыс. - €75тыс.;;Достаточно настойчивый;;;9;;;18.4;34.4;35.6;37.1;;;;;;;;
18;З (ЛЦ);Dariusz Wiśniewski;€11,750 в год;€8тыс. - €80тыс.;;Сдержанный;;;7;;;18.9;30.6;31.4;32.5;;;;;;;;
20;П (П), АП (ПЛЦ);Graeme Ramsden;€56,500 в год;€8тыс. - €80тыс.;;Неамбициозный;;;12;;;18.6;34.6;35.8;37.3;;;;;;;;
20;З (ЛЦ), КЗ (Л);Jack Madden;€16,000 в год;€8тыс. - €85тыс.;;Сдержанный;;;7;;;19.4;28.6;29.6;30.4;;;;;;;;
21;З/КЗ (Л);Robin Jarman;€14,750 в год;€8тыс. - €85тыс.;;Достаточно дисциплинированный;;;8;;;19.4;29.3;30.1;30.4;;;;;;;;
17;П (ЛЦ), АП (Ц);Nathan Rowe;€19,000 в год;€9тыс. - €24тыс.;;Сдержанный;;;11;;;16.8;28.3;29.3;29.7;;;;;;;;
16;НП (Ц);Jayden Jermy;€8,750 в год;€9тыс. - €24тыс.;;Темпераментный;;;8;;;16.4;27.0;27.8;28.2;;;;;;;;
18;З (ЛЦ), П (Ц);Fraser Wigley;€8,750 в год;€9тыс. - €24тыс.;;Ненадежный;;;6;;;16.8;27.2;27.9;28.3;;;;;;;;
17;В;Christian Olsen;€8,750 в год;€9тыс. - €26тыс.;;Достаточно профессионален;;;4;;;43.8;51.1;52.4;53.2;;;;;;;;
18;ОП, П (ПЦ);Kamar Breakspeare;€12,750 в год;€9тыс. - €26тыс.;;Достаточно профессионален;;;9;;;16.2;29.7;30.4;30.7;;;;;;;;
18;З (ЛЦ);James Harris;€12,750 в год;€9тыс. - €26тыс.;;Неамбициозный;;;6;;;20.7;31.6;32.4;33.5;;;;;;;;
20;П/АП (П);Jamie Kee;€16,250 в год;€9тыс. - €26тыс.;;Тверд в решениях;;;13;;;15.3;25.8;26.6;27.7;;;;;;;;
17;З (Ц);Adie Douglas;€8,750 в год;€9тыс. - €26тыс.;;Ненадежный;;;8;;;18.6;29.7;30.4;31.5;;;;;;;;
17;В;Simon Cameron;€8,750 в год;€9тыс. - €26тыс.;;Достаточно профессионален;;;2;;;44.4;51.4;52.6;54.8;;;;;;;;
18;КЗ (П);Sean Fenton;€13,250 в год;€9тыс. - €26тыс.;;Неамбициозный;;;7;;;17.5;28.4;29.3;29.7;;;;;;;;
21;П (ПЦ);Kevin France;€31,500 в год;€9тыс. - €26тыс.;;Напористый;;;8;;;15.0;29.2;30.4;31.5;;;;;;;;
17;П/АП (Ц);Sion Reid;€8,750 в год;€9тыс. - €26тыс.;;Сдержанный;;;13;;;18.7;31.2;32.2;33.0;;;;;;;;
20;З (ПЦ), КЗ (П);Patrick Futcher;€14,000 в год;€9тыс. - €26тыс.;;Неамбициозный;;;5;;;19.1;28.5;29.2;30.3;;;;;;;;
16;АП (Ц);Colin Kelly;€8,750 в год;€9тыс. - €26тыс.;;Напористый;;;10;;;15.1;25.6;26.2;26.6;;;;;;;;
18;НП (Ц);Josh Harper;€8,750 в год;€9тыс. - €26тыс.;;Достаточно дисциплинированный;;;5;;;16.2;25.6;26.3;26.7;;;;;;;;
21;П/АП (Ц), НП (Ц);Phil Quinn;€15,500 в год;€9тыс. - €26тыс.;;Сдержанный;;;9;;;16.0;29.0;29.7;30.1;;;;;;;;
17;КЗ (П), АП (ПЛ);Danny Godbold;€8,750 в год;€9тыс. - €26тыс.;;Нерешительный;;;6;;;14.8;24.5;25.2;25.6;;;;;;;;
21;З (ПЦ), П (Ц);Shaun Slaven;€13,000 в год;€9тыс. - €26тыс.;;Достаточно профессионален;;;5;;;16.2;28.2;29.1;30.2;;;;;;;;
18;НП (Ц);Keyshawn Levy;€8,750 в год;€9тыс. - €26тыс.;;Наемник;;;8;;;18.5;32.0;33.2;33.5;;;;;;;;
16;АП (Ц), НП (Ц);Liam Burns;€8,750 в год;€9тыс. - €28тыс.;;Лояльный;;;8;;;16.4;30.3;31.4;32.6;;;;;;;;
16;З (ЛЦ);Marley Smith;€8,750 в год;€9тыс. - €95тыс.;;Сдержанный;;;6;;;19.9;29.5;30.0;31.5;;;;;;;;
18;З/КЗ/П/АП (Л);Max Ward;€19,500 в год;€10тыс. - €28тыс.;;Достаточно дисциплинированный;;;5;;;13.9;23.4;24.1;24.8;;;;;;;;
21;П (Ц), НП (Ц);Matthew Bolton;€19,250 в год;€10тыс. - €28тыс.;;Сдержанный;;;9;;;18.0;30.1;31.2;32.0;;;;;;;;
18;П (Ц);Ellis Bewick;€8,750 в год;€10тыс. - €28тыс.;;Достаточно настойчивый;;;13;;;16.6;27.5;28.2;28.6;;;;;;;;
18;АП (Л);Theo Belafonte;€8,750 в год;€10тыс. - €28тыс.;;Энергичный;;;8;;;14.5;26.1;26.8;27.9;;;;;;;;
18;АП (Ц), НП (Ц);Dwayne Neblett;€18,000 в год;€10тыс. - €28тыс.;;Ненадежный;;;12;;;13.8;26.8;27.6;28.7;;;;;;;;
20;З/КЗ/П/АП (Л);Kian Conroy;€30,000 в год;€10тыс. - €30тыс.;;Тверд в решениях;;;7;;;16.2;27.6;28.3;29.0;;;;;;;;
17;ОП, П/АП (Ц);Mark Beggs;€8,750 в год;€10тыс. - €30тыс.;;Сдержанный;;;15;;;15.5;29.1;30.2;30.5;;;;;;;;
17;П/АП (Ц);Melvin Fitzgerald;€22,500 в год;€10тыс. - €30тыс.;;Темпераментный;;;15;;;17.9;31.4;32.4;32.8;;;;;;;;
21;З (ПЦ);Liam White;€24,000 в год;€10тыс. - €30тыс.;;Неамбициозный;;;5;;;19.7;28.4;29.0;30.2;;;;;;;;
20;АП (П), НП (Ц);Ada Newman;€13,000 в год;€10тыс. - €30тыс.;;Сдержанный;;;8;;;16.6;26.9;27.8;28.6;;;;;;;;
20;В;Kemar Bishop;€7,250 в год;€10тыс. - €30тыс.;;Неамбициозный;;;6;;;39.6;48.2;50.3;51.4;;;;;;;;
19;АП (П), НП (Ц);Marc Bailey;€24,000 в год;€10тыс. - €30тыс.;;Профессионал;;;7;;;16.7;25.2;25.6;26.7;;;;;;;;
16;З (Л);Duncan White;€8,750 в год;€10тыс. - €30тыс.;;Профессионал;;;5;;;17.6;26.6;27.4;27.8;;;;;;;;
16;З/П (Ц), НП (Ц);Mark Quinn;€8,750 в год;€10тыс. - €100тыс.;;Наемник;;;9;;;19.3;28.6;29.2;30.8;;;;;;;;
16;В;Thomas Quilty;€8,750 в год;€10тыс. - €100тыс.;;Неамбициозный;;;3;;;45.2;53.2;54.4;55.2;;;;;;;;
21;КЗ/П/АП (Л);Seamus McLean;€31,500 в год;€10тыс. - €100тыс.;;Достаточно настойчивый;;;9;;;15.9;31.0;32.1;33.2;;;;;;;;
19;В;Shane Douglas;€14,250 в год;€10тыс. - €100тыс.;;Сдержанный;;;1;;;44.6;48.9;50.3;51.0;;;;;;;;
21;В;Ercan Uzun;€60,500 в год;€10тыс. - €110тыс.;;Достаточно профессионален;;;3;;;54.1;63.0;64.2;64.6;;;;;;;;
21;З (Ц);Glenn McCallion;€6,000 в год;€10тыс. - €110тыс.;;Неамбициозный;;;9;;;19.3;29.0;29.9;31.4;;;;;;;;
21;З (ПЦ);James Boakye;€51,000 в год;€10тыс. - €110тыс.;;Достаточно настойчивый;;;6;;;22.2;35.0;36.0;37.5;;;;;;;;
17;З (Ц), ОП;Aidan Heler-Bourne;€8,750 в год;€10тыс. - €110тыс.;;Сдержанный;;;10;;;18.2;27.7;28.5;28.9;;;;;;;;
17;З (Ц);Kari Seppä;€8,750 в год;€12тыс. - €30тыс.;;Нерешительный;;;4;;;16.6;25.2;26.2;27.3;;;;;;;;
17;НП (Ц);Frank Uzeh;€8,750 в год;€12тыс. - €35тыс.;;Достаточно настойчивый;;;9;;;14.6;26.5;27.8;28.5;;;;;;;;
16;НП (Ц);Andy McElhatton;€8,750 в год;€12тыс. - €35тыс.;;Достаточно настойчивый;;;7;;;16.5;25.1;25.8;26.6;;;;;;;;
16;НП (Ц);Joe Kennedy;€8,750 в год;€12тыс. - €35тыс.;;Ненадежный;;;6;;;15.2;26.1;27.0;27.3;;;;;;;;
16;ОП, П (ЛЦ);Daniel Grogan;€8,750 в год;€12тыс. - €35тыс.;;Достаточно настойчивый;;;8;;;15.2;26.2;27.0;28.1;;;;;;;;
16;З (П);Shavaughn Boothe;€8,750 в год;€12тыс. - €35тыс.;;Неамбициозный;;;7;;;20.1;32.1;33.2;34.3;;;;;;;;
17;ОП, П (ЛЦ);Derek Doherty;€8,750 в год;€12тыс. - €35тыс.;;Сдержанный;;;11;;;19.8;34.8;35.9;36.3;;;;;;;;
18;В;Jacob Laing;€10,750 в год;€12тыс. - €35тыс.;;Сдержанный;;;3;;;43.4;50.3;51.8;52.2;;;;;;;;
18;З (ПЛЦ);Keelan Chudy;€14,750 в год;€12тыс. - €35тыс.;;Достаточно настойчивый;;;8;;;18.7;30.4;31.1;31.9;;;;;;;;
21;З (ПЦ);Daniel Angell;€19,000 в год;€12тыс. - €35тыс.;;Сдержанный;;;9;;;19.4;28.2;28.6;29.0;;;;;;;;
17;З (ПЛ), КЗ (П);Mike Evans;€8,750 в год;€12тыс. - €35тыс.;;Достаточно дисциплинированный;;;10;;;18.0;28.2;28.9;29.6;;;;;;;;
18;НП (Ц);Kieran Brogan;€8,750 в год;€12тыс. - €35тыс.;;Наемник;;;5;;;14.4;23.8;24.8;25.2;;;;;;;;
15;П/АП (Ц);João Correia;€8,750 в год;€12тыс. - €35тыс.;;Сдержанный;;;8;;;15.6;31.9;33.0;33.4;;;;;;;;
16;ОП, П (Ц);Junior Ngoy;€8,750 в год;€12тыс. - €35тыс.;;Непостоянный;;;10;;;16.4;28.8;29.8;30.9;;;;;;;;
19;З (Ц);Macauley Mellors-Blair;€9,250 в год;€12тыс. - €35тыс.;;Достаточно лояльный;;;8;;;17.0;26.6;27.5;27.9;;;;;;;;
16;В;Salih Kaya;€8,750 в год;€12тыс. - €35тыс.;;Темпераментный;;;4;;;44.5;53.3;54.7;55.4;;;;;;;;
20;З (ЛЦ), КЗ (Л);Connor Wilson;€11,750 в год;€12тыс. - €35тыс.;;Достаточно лояльный;;;4;;;19.0;27.8;28.6;29.0;;;;;;;;
16;З (Ц);Kane Bowman;€8,750 в год;€12тыс. - €35тыс.;;Неамбициозный;;;9;;;18.1;27.2;28.0;29.1;;;;;;;;
19;П (ПЦ), АП (Ц);Will Lehane;€8,750 в год;€12тыс. - €35тыс.;;Неамбициозный;;;9;;;16.7;32.1;33.3;33.7;;;;;;;;
15;АП (ПЛ);Ash Beattie;€8,750 в год;€12тыс. - €110тыс.;;Сдержанный;;;8;;;14.5;23.5;24.2;24.9;;;;;;;;
21;З (Ц), ОП, П (Ц);Mitch Durkin;€30,500 в год;€12тыс. - €110тыс.;;Достаточно профессионален;;;7;;;19.1;32.2;33.0;33.7;;;;;;;;
16;В;Alberto Scarlatti;€8,750 в год;€12тыс. - €120тыс.;;Достаточно настойчивый;;;11;;;44.6;54.0;55.6;56.3;;;;;;;;
20;П (Ц), АП (П), НП (Ц);Abdoulaye Doumbia;€32,500 в год;€12тыс. - €120тыс.;;Сдержанный;;;12;;;20.6;35.6;36.7;37.4;;;;;;;;
18;З/П (Ц), НП (Ц);David Hobbs;€36,000 в год;€12тыс. - €120тыс.;;Решительный;;;6;;;15.5;24.9;25.6;26.8;;;;;;;;
18;П/АП (Л);Daniel;€8,750 в год;€12тыс. - €120тыс.;;Тверд в решениях;;;12;;;12.4;24.5;25.1;25.5;;;;;;;;
20;АП (ПЛЦ), НП (Ц);Blake Murray;€26,500 в год;€12тыс. - €120тыс.;;Непостоянный;;;4;;;14.8;27.9;28.8;30.2;;;;;;;;
16;НП (Ц);Danny Benett;€8,750 в год;€12тыс. - €120тыс.;;Сдержанный;;;13;;;16.2;27.0;27.7;28.4;;;;;;;;
21;П/АП (П), НП (Ц);Niall Boyle;€47,500 в год;€12тыс. - €120тыс.;;Легкомысленный;;;8;;;19.0;32.6;33.3;34.0;;;;;;;;
15;АП (ПЛЦ);Alessandro Consiglio;€8,750 в год;€12тыс. - €130тыс.;;Нерешительный;;;11;;;13.1;23.0;23.5;23.9;;;;;;;;
16;В;Jack Askew;€8,750 в год;€12тыс. - €130тыс.;;Сдержанный;;;1;;;46.8;51.8;53.4;53.8;;;;;;;;
19;КЗ (П), П (ЛЦ), АП (Ц);Caolan Kane;€38,500 в год;€12тыс. - €3.1млн.;;Тверд в решениях;;;8;;;24.0;38.4;39.4;39.8;;;;;;;;
15;П (ЛЦ), АП (Л);Adrian Bassett;€8,750 в год;€14тыс. - €40тыс.;;Достаточно амбициозный;;;9;;;16.4;27.8;28.5;28.9;;;;;;;;
18;З (Л);Danny Hayes;€8,750 в год;€14тыс. - €40тыс.;;Неамбициозный;;;6;;;18.6;28.6;29.4;30.5;;;;;;;;
17;З (ПЛЦ);Jorge Eales;€8,750 в год;€14тыс. - €40тыс.;;Сдержанный;;;4;;;18.3;26.4;26.8;27.6;;;;;;;;
18;П (Ц), АП (П);Callum Dair;€8,750 в год;€14тыс. - €40тыс.;;Нерешительный;;;6;;;14.9;25.3;26.1;26.8;;;;;;;;
15;П (ЛЦ);Karl Joseph;€8,750 в год;€14тыс. - €40тыс.;;Наемник;;;8;;;14.6;24.9;25.5;26.6;;;;;;;;
18;П/АП (Л), НП (Ц);Anthony Iwu;€9,500 в год;€14тыс. - €40тыс.;;Нерешительный;;;8;;;14.8;25.2;25.9;26.7;;;;;;;;
16;АП (ПЛ), НП (Ц);Jack Horsted;€8,750 в год;€14тыс. - €40тыс.;;Ненадежный;;;13;;;13.4;23.4;24.2;24.6;;;;;;;;
19;З/П/АП (П);Mark Ellis;€28,000 в год;€14тыс. - €40тыс.;;Сдержанный;;;8;;;18.6;31.6;32.4;33.1;;;;;;;;
21;В;Alaster Norris;€8,250 в год;€14тыс. - €40тыс.;;Неамбициозный;;;3;;;44.0;48.3;49.4;52.0;;;;;;;;
16;АП (ЛЦ);Joe Carey;€8,750 в год;€14тыс. - €40тыс.;;Сдержанный;;;8;;;20.4;36.3;37.4;37.8;;;;;;;;
16;П/АП (Ц);Luís Doce;€8,750 в год;€14тыс. - €40тыс.;;Неамбициозный;;;10;;;15.4;32.2;33.1;33.4;;;;;;;;
16;НП (Ц);Arben Deliu;€8,750 в год;€14тыс. - €40тыс.;;Неамбициозный;;;7;;;15.1;24.1;24.6;25.7;;;;;;;;
21;З/КЗ/П (Л);Seçkin Oruç;€13,750 в год;€14тыс. - €130тыс.;;Легкомысленный;;;9;;;19.4;30.8;31.7;32.8;;;;;;;;
19;В;Mikey Gibbons;€24,000 в год;€14тыс. - €130тыс.;;Сдержанный;;;6;;;46.2;55.6;57.0;57.8;;;;;;;;
17;З (ЛЦ);Stephen Chukwudi;€8,750 в год;€14тыс. - €130тыс.;;Легкомысленный;;;4;;;20.6;30.5;31.1;32.6;;;;;;;;
15;АП (Л), НП (Ц);Matt Larkin;€8,750 в год;€14тыс. - €130тыс.;;Ненадежный;;;8;;;17.2;28.1;28.8;29.2;;;;;;;;
19;З (ПЛЦ);Rudy Grealish;€47,000 в год;€14тыс. - €140тыс.;;Достаточно настойчивый;;;14;;;22.9;35.7;36.6;37.0;;;;;;;;
16;З (Ц);Craig Wainwright;€8,750 в год;€14тыс. - €140тыс.;;Сдержанный;;;7;;;17.7;27.0;27.6;27.9;;;;;;;;
19;НП (Ц);Oliver Huxley;€76,000 в год;€14тыс. - €140тыс.;;Непостоянный;;;9;;;20.2;34.3;35.0;35.8;;;;;;;;
